"kilde (aktivitet)";"energiprodukt";"komponent";"år";"statistikkvariabel";"08940: Klimagasser, etter kilde (aktivitet), energiprodukt, komponent, år og statistikkvariabel"
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K80 Hydrofluorkarboner (HFK)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K90 Perfluorkarboner (PFK)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT7 Avfall";"K95 Svovelheksafluorid (SF6)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";6
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";6
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";13
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";25
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";13
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";15
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";19
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";18
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";21
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";21
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";21
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";21
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";20
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";23
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";31
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";38
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";39
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";47
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";46
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";46
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";52
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";52
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";52
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";51
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";49
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";48
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";46
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";40
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";40
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";37
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";38
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"A10 Klimagasser i alt";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";38
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";6
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";6
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";13
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";25
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";13
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";15
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";19
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";18
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";21
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";21
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";21
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";21
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";20
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";23
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";31
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";38
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";39
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";47
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";46
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";46
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";52
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";52
"4 Oppvarming i andre næringer og husholdninger";"VT9 Uoppgitt/ ikke aktuelt";"K11 Karbondioksid (CO2)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";52
